@relation dwt_64

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a83 numeric
@attribute a84 numeric
@attribute a85 numeric
@attribute a86 numeric
@attribute a87 numeric
@attribute a88 numeric
@attribute a89 numeric
@attribute a90 numeric
@attribute a91 numeric
@attribute a92 numeric
@attribute a93 numeric
@attribute a94 numeric
@attribute a95 numeric
@attribute a96 numeric
@attribute a97 numeric
@attribute a98 numeric
@attribute a99 numeric
@attribute a100 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
24,-310.32725,-256.861,19.280348,-284.796313,-16.992,12.036,10.314798,-3.424063,-39.257154,36.908853,26.993711,5.770212,-25.2445,26.318,16.136494,1.126031,-12.29093,10.910658,6.673064,-0.321491,247.241,299.12125,19.035819,275.6775,-10.62,15.45425,9.24901,3.094625,-34.181188,39.015677,27.062453,-4.579047,-25.098,22.0705,15.450486,-0.881812,-12.775298,12.567409,7.190186,0.334417,241.26175,306.7375,24.492729,278.211625,-14.25825,13.771,10.473612,-3.453875,-68.675625,62.735928,45.809714,12.931038,-39.9415,35.8425,27.072758,1.958813,-16.918237,16.84894,11.026936,-0.345422,-175.19525,-97.99825,28.760143,-140.74725,-24.36525,20.06825,16.268166,-5.566375,-62.49339,66.18767,43.884025,13.413727,-39.5995,36.231,27.029622,2.069063,-16.503872,17.332601,10.916071,-0.345201,-204.54125,-118.09125,34.982029,-157.348688,-21.82625,24.048,17.590771,-5.529687,-83.347383,84.48724,58.333274,15.536948,-52.197,49.414,36.009182,0.854594,-21.682722,19.680196,14.495743,-0.712167,4
25,-311.377,-255.249,23.879991,-270.049938,-9.595,8.81375,7.07919,-0.116062,-44.470653,27.552062,23.984854,-8.420272,-27.1485,22.754,17.403656,-1.541156,-9.598975,13.05107,6.462223,-2.121298,245.04375,301.95375,23.993801,260.528563,-7.56775,8.6915,6.585328,-0.066938,-28.2772,41.915522,23.206103,8.092174,-20.215,24.365,16.635734,1.309219,-13.05107,10.772065,7.043963,2.142821,257.421,298.90225,17.190922,274.792063,-11.0835,11.44875,8.517343,3.136813,-67.120343,64.529504,45.934609,-12.705869,-41.699,28.3205,28.018663,-2.697844,-13.741206,16.503872,10.626903,-2.939111,-168.50575,-108.44725,24.637114,-134.844938,-3.76,16.28375,8.265503,3.594812,-64.012609,61.664661,44.415044,-12.062844,-42.578,30.6155,28.005012,-2.694594,-14.018392,16.780351,10.313262,-2.992984,-204.56575,-132.959,26.546832,-161.572438,-4.0285,20.58075,9.624859,12.182438,-95.880851,97.365068,66.129686,-15.528551,-50.391,39.9905,34.993191,-3.192094,-19.749492,20.508925,14.716926,-3.288776,4
26,-272.89975,-251.04975,8.662556,-265.7775,-8.47125,5.20075,6.4678,-1.88575,-47.267613,36.805262,29.967276,4.466705,-30.371,18.3105,16.058971,1.19325,-9.874746,12.360227,7.071897,-1.530046,243.1885,265.8205,8.351467,256.872563,-5.102,7.129,5.645408,1.477187,-37.633991,45.989871,29.956482,-5.144423,-21.6305,29.492,15.867664,-0.945906,-12.775298,11.11784,7.51862,1.424356,264.844,314.551,18.47278,289.520438,-17.60325,19.579,16.754874,-0.872937,-63.943666,67.327172,49.741655,5.442557,-40.0875,32.6675,26.325357,1.541094,-14.432757,17.194716,11.52399,-2.250566,-166.7725,-131.42075,13.489907,-149.109,-16.30825,18.164,15.215971,1.39175,-65.220701,71.885182,51.75768,4.712955,-40.82,35.156,26.288833,2.215625,-16.434576,17.539784,11.647047,-2.067315,-168.994,-114.96575,19.864782,-144.519,-23.2905,24.63375,22.445356,1.733625,-77.304802,95.121065,64.354871,7.077962,-50.3415,41.6505,32.094725,2.099688,-26.310029,20.992586,15.232224,-3.051387,4
27,-325.92725,-299.56075,9.350456,-312.463438,-15.72275,16.16175,13.739532,0.952062,-41.846226,41.051791,30.744471,0.690534,-25.781,18.8965,14.913156,0.817906,-12.775298,12.015158,6.81229,-1.221416,289.23325,317.79775,10.114604,303.942688,-15.625,15.42925,12.992732,-1.940812,-40.120178,40.603839,30.011286,-0.440041,-21.631,25,14.835721,-0.482344,-11.877273,10.496293,6.465773,1.286161,222.11925,239.7215,7.122091,231.659,-18.53025,19.946,17.309776,1.153375,-60.663398,71.608704,52.936071,6.029411,-35.1075,34.8635,25.327348,1.712125,-16.29669,17.470487,11.369902,-1.296834,-241.0645,-206.9585,12.472142,-220.983938,-17.9685,25.024,20.062645,2.575687,-57.901085,69.29505,51.549224,6.197658,-34.229,36.133,25.052149,2.087281,-17.60908,17.124712,11.073579,-1.28183,-210.5225,-186.18175,8.960445,-200.817875,-20.4345,27.124,21.027048,2.954,-72.299547,93.982623,66.572544,8.838923,-43.115,45.996,33.932008,1.1965,-23.202295,23.754545,14.480546,-1.169599,4
28,-313.696,-279.0285,12.731459,-299.804625,-18.0415,12.964,12.116014,-0.475875,-41.259327,41.259327,28.770796,-5.204836,-23.5845,28.0755,15.675908,-1.574688,-15.537257,13.741913,7.493233,-0.375385,269.75075,304.95625,13.269072,291.9005,-13.01275,17.041,12.382895,-0.018625,-42.122705,40.811021,28.631679,5.804728,-29.4925,24.17,16.139773,1.364188,-13.05107,13.741913,6.828625,0.338748,215.21,254.73675,15.96736,233.130125,-12.30425,14.282,10.066312,3.1375,-61.388182,71.0561,46.869036,-11.877096,-33.349,39.0135,26.543124,-2.191187,-18.160623,16.918237,11.718421,-0.543765,-239.25775,-208.618,13.880019,-223.706063,-10.22925,12.40225,10.213633,1.599313,-60.698046,70.330608,46.751745,-11.350611,-33.3985,42.2855,26.232914,-2.172844,-20.439629,17.539077,11.361436,-0.43149,-217.236,-172.1435,17.523301,-200.207313,-11.9875,22.02175,14.411385,4.577562,-84.521181,80.826548,55.755306,-16.391575,-44.9705,46.7285,34.661245,-1.812781,-19.887378,20.578222,13.77687,-0.336605,4
29,-309.5215,-286.4985,10.004884,-298.31525,-3.32,-0.049,1.251984,-1.9775,-34.595553,47.301201,28.300643,8.165581,-20.6055,26.3185,16.037638,1.696875,-12.222341,12.636705,7.153854,1.886119,277.6615,297.8025,9.218645,288.30575,-1.51375,4.61375,2.27501,2.08725,-47.094372,34.906326,28.798845,-8.355616,-27.49,21.631,16.258284,-1.861625,-12.429523,11.394319,6.695938,-1.851471,221.875,270.23725,20.696445,249.102125,-19.0915,13.28175,11.834783,-5.3645,-62.700573,68.465614,45.094919,12.27007,-31.4455,40.4305,27.548162,2.163812,-17.884852,15.950915,11.473519,2.643254,-207.056,-152.344,21.29172,-183.111688,-15.28325,7.5195,8.178649,-4.974438,-66.153375,71.435463,46.253225,11.691524,-32.8125,41.9925,26.709231,2.340844,-19.403717,16.918237,11.457202,2.626217,-206.86025,-128.29625,31.980822,-158.386313,-17.6025,19.06775,13.612101,-3.234813,-74.716084,74.61214,53.475508,12.248283,-40.6255,60.3025,37.529521,4.937719,-22.02779,18.713581,14.527758,2.762158,4
30,-313.79275,-272.97375,16.119905,-300.341375,-14.42725,13.33025,9.834168,-0.84175,-34.975623,45.126494,28.147402,-5.844061,-20.41,27.002,16.434983,-1.837,-13.396138,13.120366,8.035569,1.5795,263.8425,305.6635,16.289959,291.204688,-13.9405,12.207,9.301797,0.115812,-45.161142,33.076687,27.444081,6.020705,-28.1735,22.364,17.004196,2.237031,-11.255726,13.465434,7.528787,-1.426301,229.3215,274.19425,17.545904,245.111,-19.55475,21.948,14.832622,-0.05475,-71.366873,64.494149,50.065379,-6.754549,-34.228,39.99,26.434458,-1.541,-18.092034,13.949095,12.274058,2.431829,-203.66175,-135.66875,25.338959,-174.16375,-21.67975,13.18425,12.4865,-4.76675,-72.574965,63.149232,50.827351,-8.773958,-35.254,42.2855,26.896379,-2.182,-19.887378,14.847121,12.553477,2.134181,-207.44625,-112.57375,33.739503,-162.054438,-28.71075,22.43625,20.016009,-2.984937,-90.114395,72.402078,62.427036,-6.0725,-42.9195,51.2695,32.994324,-0.918594,-23.547363,23.063702,15.064287,2.824781,4
31,-306.10325,-275.53725,11.008987,-290.936125,-9.81375,11.59675,7.725536,0.2015,-39.153563,44.539595,31.298785,1.963547,-27.1485,31.6895,16.841325,0.467,-13.60332,9.73686,7.051087,1.745714,265.47825,299.756,12.286294,282.34875,-12.305,9.2775,8.116766,-0.878875,-44.919312,38.843143,31.070338,-1.536366,-31.4455,23.584,16.672423,-0.421063,-12.084455,12.774591,7.034877,-1.696172,227.539,281.616,19.364075,253.454188,-20.40975,18.9945,15.507994,1.965937,-68.639562,62.252267,50.946295,-2.848624,-38.3305,40.575,27.375764,-0.427344,-17.884852,14.501346,11.212688,2.041307,-151.53825,-110.254,15.733249,-135.12575,-19.62875,16.03975,13.846253,-0.45775,-74.405665,62.942049,52.546417,-3.724508,-40.722,46.2405,27.882937,-0.106812,-18.851467,15.260779,11.656589,2.259383,-155.29825,-98.4865,21.960197,-118.029875,-20.23925,32.031,21.057895,2.490375,-86.178285,72.747853,61.626725,-7.604403,-46.8265,44.629,33.78726,-2.655,-30.867332,22.718634,15.35248,2.546292,4
32,-328.58925,-276.074,18.676164,-300.54325,-10.278,17.79725,10.478824,0.53075,-45.748395,41.328624,29.877202,6.443511,-23.584,26.7575,15.428545,1.25425,-12.706002,12.913184,7.055692,0.766106,268.408,318.89625,17.935708,292.157,-16.77225,9.228,10.326023,0.78725,-39.429335,43.468682,28.966267,-5.666754,-25.684,21.5335,14.895147,-1.498375,-13.879799,13.60332,7.547269,-0.839468,216.52875,287.01175,26.550822,247.00925,-17.822,21.6555,15.162681,-2.038375,-68.638502,61.423184,46.20939,12.52454,-40.088,35.938,26.848644,1.654062,-18.022738,16.91753,11.086287,0.914819,-177.39275,-114.55125,22.754715,-146.3015,-11.182,20.0195,12.373071,-0.47625,-73.783764,66.567386,47.992501,13.43936,-40.625,39.1115,26.437098,1.904375,-18.437102,20.991879,11.277764,1.09195,-133.61825,-68.066,27.013434,-109.527313,-25.36575,15.94225,18.270179,-6.951813,-73.058273,77.305156,54.890467,14.729874,-44.7265,45.6545,34.256714,-0.216719,-22.925816,22.718634,14.54506,0.554615,4
33,-319.79975,-280.49325,15.080139,-295.617688,-7.15375,15.088,8.695615,2.246063,-43.745161,33.318164,26.228604,-8.450412,-27.295,23.7305,17.147747,-2.416969,-11.807976,13.396138,6.751763,-1.540764,272.48575,312.134,15.582384,287.194938,-11.47425,10.18075,8.464087,-1.086188,-32.144014,42.191294,25.490492,8.545341,-22.656,24.707,16.009163,2.313156,-14.017685,13.189663,7.081022,1.432797,214.5755,263.11075,19.21244,240.686125,-12.6705,13.745,10.693161,4.309125,-67.672594,62.769162,45.299469,-12.800842,-41.894,31.836,27.621467,-2.5145,-15.605847,16.503872,10.643451,-2.270122,-171.289,-128.3205,15.853863,-151.794625,-14.16,16.04025,11.99008,4.10175,-66.498797,65.117463,45.581893,-13.206545,-43.0175,37.451,27.387015,-3.100625,-15.260779,16.91753,10.406539,-2.321918,-158.057,-101.09925,24.047895,-128.43025,-15.5275,27.56325,15.657401,7.690375,-73.956298,84.935545,57.681892,-12.921758,-50.1955,45.166,36.507561,-1.593062,-24.099613,24.583274,13.778857,-3.141896,4
34,-282.8615,-204.19875,31.884592,-252.990938,-20.06825,4.44325,9.946576,-6.017938,-41.259327,35.597523,31.131656,2.33058,-27.5885,19.7265,15.658297,0.646906,-11.393612,12.291637,7.078018,-1.868729,194.33575,272.119,31.560655,242.932125,-7.54375,19.5555,10.411277,5.359125,-34.388724,41.501511,31.118378,-1.398392,-19.0915,24.658,15.071331,-0.39675,-13.465434,12.222341,7.327698,1.825617,226.5625,314.30725,32.005545,262.652625,-31.1035,14.7955,17.81932,-7.159625,-65.911544,67.430763,50.447037,4.518412,-41.8945,33.6425,26.561886,1.13825,-14.500639,17.125419,11.301558,-2.254831,-134.7165,-36.13275,37.478561,-98.779375,-32.3485,21.436,21.338106,-8.78875,-59.247417,63.114584,48.363302,2.649883,-45.605,35.84,25.989867,0.994938,-17.953441,19.403717,11.997223,-2.352147,-150.0725,-20.7275,46.666076,-90.93,-55.76175,26.684,31.760321,-12.353625,-76.372129,95.500781,64.935059,6.378722,-61.719,44.092,37.150912,2.831875,-27.000165,29.001985,15.696626,-3.150514,4
35,-195.23925,-174.63375,7.772532,-183.190875,-14.111,7.4705,8.808669,-6.274375,-43.814811,41.259327,31.016567,-0.258978,-27.978,21.7285,16.034582,-0.63475,-12.774591,15.537257,7.770896,-2.144964,165.381,185.62025,7.293466,174.37775,-7.422,13.15925,8.354936,5.713,-41.535099,43.399739,30.722998,0.26764,-25.537,27.1975,15.888075,0.891062,-15.330075,11.048543,7.62321,2.149295,284.618,335.37875,18.657452,314.599875,-18.23825,12.54675,11.869003,-4.847625,-65.426469,70.884273,52.09986,2.719268,-38.867,33.3965,26.282886,0.824062,-16.573169,18.09062,11.461314,-2.619433,-52.3685,1.14725,20.630733,-17.566125,-24.19525,14.08675,15.885804,-9.55825,-64.703099,70.503496,51.507618,1.562352,-38.5745,36.719,25.774971,0.085563,-19.334421,29.209167,13.014643,-2.710252,-85.4005,6.665,37.265885,-25.665125,-17.456,2.75875,7.86877,-8.95375,-83.071258,82.34612,63.56166,1.41987,-47.9,39.404,32.593853,2.542125,-26.930869,29.209874,15.492137,-2.984344,4
36,-199.463,-151.978,19.769026,-165.307875,-22.022,18.579,15.257803,2.941875,-40.120178,40.948907,27.91364,-5.22216,-27.881,24.951,16.739557,-0.616562,-13.188956,12.429523,7.567165,-1.066008,142.06575,189.67275,19.895434,155.267375,-21.435,21.3135,15.479246,-3.021125,-39.532572,40.914259,27.593945,5.286861,-26.3675,27.5875,16.676581,0.686562,-13.05107,11.325022,7.221067,1.094159,295.4325,349.75675,21.468101,329.259625,-18.38475,14.9395,13.129247,2.282,-59.729663,72.885385,47.499838,-11.194915,-39.4045,36.8175,27.134231,-1.935063,-17.264012,17.058244,11.890709,-1.627362,-31.714,40.11225,28.664575,16.137687,-22.9735,23.2175,17.977071,5.663938,-60.179737,71.263282,44.769348,-11.203886,-38.6715,42.7245,27.045591,-3.271469,-21.061175,20.439629,11.915951,-1.488968,-44.922,17.11425,22.931723,-10.376,-14.08675,28.58875,15.720823,8.911,-81.65563,80.447185,57.516435,-13.275576,-50.6835,51.6605,35.659847,-6.024188,-27.206641,20.785404,14.966737,-1.864375,4
37,-167.8465,-127.295,15.806268,-153.656125,-9.69225,7.25075,6.875922,-1.568625,-39.39504,43.503684,26.431203,7.971392,-20.459,26.6605,15.883526,1.132125,-12.775298,11.946569,7.134669,1.227803,116.1375,157.105,16.50655,143.206813,-6.03025,10.547,6.730013,1.397688,-45.264733,38.980322,26.863156,-7.919729,-29.5895,21.143,16.483899,-1.071031,-10.150518,11.393612,6.491421,-1.236442,316.9215,368.6505,19.212266,340.784313,-14.479,6.738,9.207958,-4.810312,-60.420507,69.468292,45.374068,12.956892,-31.3495,40.3815,27.180376,2.209031,-17.539784,16.643879,11.851005,1.799962,20.45925,70.67875,21.141674,44.848688,-12.86625,7.98325,8.340551,-5.126938,-61.319239,66.636329,44.236302,11.195224,-32.764,48.144,28.355433,2.093406,-22.442155,17.884852,11.766228,1.726335,-28.31975,38.20825,25.952286,8.343625,-30.10275,11.30375,14.700265,-8.661125,-91.392137,86.0404,59.635423,13.236685,-61.1815,57.2265,39.884508,4.568438,-24.099613,29.001985,16.780299,1.443647,4
38,-155.39525,-127.80825,11.085057,-146.03275,-7.90975,11.88975,7.219794,1.233,-43.400093,40.32736,29.712905,-7.475091,-24.9025,30.127,17.368704,-1.861625,-15.260779,12.153044,7.812981,1.350839,116.3575,146.045,11.571665,135.4065,-12.451,6.0305,6.650349,-2.533,-42.226296,40.914259,29.802779,7.194635,-30.5665,29.395,18.086828,2.273625,-11.11784,13.05107,7.274161,-1.176095,324.87575,368.94275,16.84991,341.234188,-20.58125,19.70075,15.166752,-0.341687,-72.088476,65.772598,49.130125,-9.321568,-34.3765,42.873,27.295,-1.574906,-19.473014,14.432049,12.24274,2.115067,44.6535,112.231,24.108266,79.064938,-24.38925,16.6745,15.753947,-0.549312,-67.67224,61.526068,47.147672,-8.571504,-36.035,44.189,26.754383,-1.428281,-24.445389,15.606554,12.507958,1.808315,-6.128,21.63075,10.528273,3.985562,-21.704,20.1415,19.196562,-0.934062,-82.933019,76.925086,59.538915,-4.510148,-42.1385,50.3905,31.16844,0.930781,-24.790457,23.616659,15.156795,2.539861,4
39,-138.15925,-109.86275,12.812923,-124.792313,-15.20975,17.65175,11.697688,0.451812,-40.188767,43.262207,31.12226,0.647312,-22.852,28.467,15.945811,-0.103781,-13.534024,11.048543,7.180443,2.239915,99.096,128.73525,13.86082,114.33075,-15.94225,14.4775,11.037076,0.48825,-43.089319,39.94729,30.852149,-0.794169,-30.176,21.436,16.185965,0.3905,-9.736153,12.706002,6.679324,-2.157825,358.98375,395.6755,14.747941,380.9925,-24.82975,19.53075,17.537748,1.672,-70.502435,63.875784,51.432918,-2.59791,-35.934,41.551,26.246021,-0.781687,-17.884852,13.258252,11.498267,2.719179,99.41425,131.3725,12.88076,121.118438,-23.1445,20.70275,16.370251,3.222687,-79.031911,66.290907,53.351634,-3.245664,-39.746,45.9475,28.23165,-1.080156,-19.887378,15.813029,11.759962,2.770732,-4.053,46.80175,19.360465,17.096063,-14.91675,23.047,14.932074,7.025063,-93.912266,89.355316,69.197055,-3.664006,-43.847,46.0935,32.694428,0.833031,-34.250131,24.996932,16.694881,3.756925,4
40,-136.05925,-94.873,16.046727,-108.727813,-9.961,11.45025,8.402607,-2.783188,-44.642833,40.361655,29.912767,4.005185,-25.293,29.3945,16.823082,2.325469,-13.948388,12.360934,7.412877,1.372472,85.034,127.808,17.181686,98.266625,-12.49975,11.548,9.22274,2.74675,-41.570101,39.982292,29.592292,-4.341547,-28.5155,22.949,16.155966,-2.349938,-13.119659,13.949095,7.505784,-1.337934,354.75875,427.22325,27.04999,394.116,-23.48575,18.80225,15.835988,-6.96825,-72.716387,55.934975,46.954233,10.012013,-39.548,40.234,27.489022,2.086937,-19.058649,17.263305,11.593764,1.975922,112.9395,165.55175,19.921547,140.307625,-15.8445,14.11125,11.436473,-4.71175,-74.85397,60.179383,48.76918,11.376376,-40.3325,44.287,27.69102,3.515625,-20.025264,17.470487,11.633375,2.214084,-38.96475,16.699,22.567898,-13.57425,-15.47875,29.24775,18.098318,1.8675,-84.072168,70.468848,56.270216,9.986911,-47.3145,46.7285,33.257291,1.849375,-30.383671,24.513978,15.009239,2.114735,4
41,-136.52375,-97.8025,14.88211,-113.263063,-7.5685,16.8215,11.506164,4.046688,-47.612328,40.327714,29.458859,-10.189541,-27.1,24.902,15.965075,-0.534219,-12.153044,13.326842,7.270761,-0.468259,86.23025,124.902,14.846107,101.665938,-16.504,10.00975,12.255095,-3.704813,-40.499541,47.578033,29.392262,9.438859,-23.926,23.438,15.378921,0.448656,-14.225574,12.360227,7.800989,0.394853,386.35275,441.60375,21.299577,420.527125,-9.83725,13.917,10.857095,2.644125,-72.128074,62.837751,46.226913,-14.678211,-40.9675,33.884,28.038336,-1.846688,-16.434576,16.57034,11.010087,-1.227803,136.64575,183.30125,17.32474,154.69975,-15.40525,18.017,13.146073,2.319375,-81.137675,59.454952,46.748117,-16.244806,-43.1145,36.865,28.314125,-1.440437,-16.84894,17.815555,11.172951,-1.27319,-24.29175,28.75975,20.665156,-3.625312,-6.323,17.60225,9.084332,3.320312,-77.961351,90.045099,56.622926,-9.192698,-61.67,45.752,36.825432,-3.729219,-25.894957,20.025971,14.166448,-2.416825,4
42,-114.795,-86.4015,11.690343,-103.711063,-15.625,11.18175,9.744602,-0.817812,-38.980676,37.254274,28.130284,7.000136,-30.5175,25.4395,17.745219,1.135219,-10.841361,13.258252,7.240529,-1.389708,74.414,105.98125,12.201114,92.468188,-10.107,15.94225,9.680925,0.866812,-37.496458,38.289832,27.604235,-6.784645,-23.3885,28.3205,17.017214,-0.872844,-14.9843,11.393612,7.68721,1.28183,429.34625,471.7285,15.280661,453.087813,-22.26325,12.20625,12.616329,-3.111937,-65.632944,68.916041,49.472566,8.338424,-41.504,30.5705,27.099414,1.416094,-14.432049,16.645294,11.191368,-1.998262,176.196,208.91125,12.749016,196.295125,-25.51275,14.307,14.526997,-2.08125,-62.942049,74.094891,49.095554,8.739663,-45.264,34.375,27.232572,1.199313,-13.396845,20.439629,11.393309,-1.952985,-6.8355,41.04025,17.114642,14.898875,-23.12025,26.953,21.149314,-0.372375,-80.792607,85.661037,62.503756,6.296697,-50.781,34.1795,31.389164,0.534,-21.613426,24.031024,14.785779,-2.872179,4
43,-114.6485,-100.928,5.154277,-106.170813,-11.4745,5.713,7.19676,-2.081188,-48.095635,40.464539,33.457776,-2.343661,-29.053,19.7265,15.5645,0.296031,-10.703475,13.672617,7.344598,-2.393137,91.84575,102.92975,4.411032,95.867875,-4.98075,10.91325,6.563958,1.60525,-39.94729,47.750921,33.476054,2.559373,-21.3865,27.8325,15.840927,-0.198375,-14.500639,10.772772,7.646072,2.341407,437.74475,480.00375,17.380178,467.747875,-22.488,10.37725,14.505764,-4.505,-68.360962,71.192571,53.132757,0.776934,-41.554,33.445,26.514452,0.671188,-14.573471,18.165573,11.318668,-2.801601,173.24225,218.627,16.402653,199.194063,-16.8215,9.76575,12.321246,-2.490188,-70.158428,76.820434,54.848379,2.338977,-41.2105,37.5975,26.323452,0.701844,-18.366392,23.96102,12.120686,-2.852668,-40.942,30.591,26.461478,-4.687313,-25.7085,15.62525,19.333145,-6.469813,-70.503496,90.287283,63.869604,9.701991,-57.471,39.0135,32.883516,-0.323594,-25.825661,21.682722,14.95608,-2.749253,4
44,-120.14175,-81.46975,14.137803,-97.320563,-13.20825,23.26675,12.925707,5.816437,-43.710866,35.942238,30.169267,-4.68277,-24.5115,21.1425,16.125255,0.173969,-11.532204,14.777118,7.827061,-1.49542,71.89975,109.42375,13.681781,87.33525,-24.2435,12.47525,12.996019,-5.292,-36.943501,44.298472,30.538196,4.544575,-23.779,25.0495,16.049091,-0.277625,-15.813736,10.426997,7.578119,1.452265,481.98175,539.35175,20.551891,513.4155,-18.89325,19.90225,13.833795,2.2965,-62.288329,67.501474,48.173846,-11.566411,-37.55,35.79,26.896073,-1.435187,-16.298811,18.024152,11.651086,-2.529188,158.37425,217.7005,22.272987,192.444,-23.535,28.61375,19.938604,9.851125,-60.49051,69.778711,48.703459,-9.512089,-36.7185,41.3085,27.116897,-0.299063,-18.367806,24.652571,12.340696,-1.842897,-39.1845,38.62325,27.863801,2.679563,-38.379,27.44125,24.457196,1.605313,-86.281877,77.028677,57.751305,-16.939583,-58.008,43.0665,35.47024,-5.093344,-27.345233,23.340181,15.377883,-3.549742,4
45,-108.3985,-58.83825,20.081309,-91.229313,-17.1875,16.8705,13.839751,-3.777937,-35.562168,37.944764,24.990459,7.047777,-23.9255,26.3675,16.905927,1.132219,-14.017685,14.155571,8.166817,0.429457,46.02025,98.24175,21.174425,80.792063,-15.42975,16.50425,12.974648,4.412813,-38.70455,35.28675,25.198226,-6.961422,-27.393,26.2695,17.671895,-1.309156,-14.294164,11.11784,7.35614,-0.377661,511.8975,583.4225,31.213415,545.74175,-23.9525,9.9825,14.30096,-7.66675,-56.762997,66.291261,43.280661,12.232594,-33.4,38.475,27.351063,2.135875,-18.575695,18.575695,12.097645,0.819935,146.68,218.21325,27.210729,172.681063,-20.361,15.283,14.575562,-2.783313,-59.282065,65.980487,42.704909,13.784826,-36.035,39.453,27.936908,2.221719,-22.02779,18.851467,12.601997,0.889076,-11.20575,40.89375,23.795633,12.500063,-25.83,28.34475,21.172233,-3.832813,-94.085507,87.145961,62.633273,15.770205,-49.317,51.758,38.772505,4.736531,-24.16891,23.685249,16.196057,1.027183,4
46,-89.5265,-70.5075,7.708854,-82.073875,-2.075,8.4475,3.765303,2.9235,-35.320691,41.086793,27.836371,-6.926995,-17.92,28.613,15.779542,-0.894375,-11.462908,14.846414,7.509605,0.843844,59.009,80.151,8.279101,71.887188,-8.374,1.88,3.660381,-3.478937,-42.7789,36.460547,28.350724,6.974415,-30.86,20.2635,16.335011,1.074031,-13.396845,10.013339,6.936163,-0.72516,566.92,609.425,16.349761,582.315625,-12.725,18.575,11.473916,1.774375,-66.535213,65.014933,48.561449,-9.180456,-31.105,41.31,25.958855,-1.297812,-17.953441,17.126126,12.091655,1.452442,102.46575,161.20575,21.153366,134.173438,-10.71775,14.77075,10.190316,5.413937,-66.014782,72.886092,49.941341,-8.169868,-33.5935,42.5295,25.744651,-1.510656,-19.059356,19.265831,12.302312,1.655094,-36.81625,5.444,14.945645,-15.856938,-23.14475,20.1415,17.184782,1.025312,-93.325721,81.758868,65.677927,-8.830217,-47.6565,45.1175,34.828323,-2.203406,-28.449734,25.687775,17.262726,2.287292,4
0,115.723,136.0105,8.367646,126.776,-3.0765,8.88675,4.375645,3.99775,-43.193618,33.870768,26.637699,-8.00604,-31.299,20.3615,17.773164,-1.242125,-10.841361,12.843888,6.148654,-2.380166,-149.24325,-128.0755,8.977404,-140.301188,-7.544,2.5875,3.977831,-4.193438,-33.698588,43.296502,25.966854,8.118072,-20.752,29.1995,16.933935,1.339719,-12.775298,12.636705,6.537996,2.358621,701.6625,747.85,16.778643,722.95625,-11.2325,12.575,8.571676,0.275,-66.050844,69.816188,47.485325,-12.45215,-42.385,32.37,28.420058,-2.348125,-15.669486,16.503872,10.694291,-3.476756,846.05,886.3075,15.583281,861.008125,-18.36,18.5575,14.841537,5.489375,-63.73507,68.257018,46.487013,-10.845692,-44.63,35.395,28.1801,-1.474062,-16.779644,18.851467,10.303645,-3.182643,-707.7375,-629.275,30.436111,-679.3575,-20.8325,26.0475,17.252106,6.0275,-78.548957,93.772966,60.122577,-11.041472,-51.175,38.815,35.370785,-2.74625,-21.340483,21.545544,13.846836,-3.776392,4
