@relation dwt_32_ert

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute 7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
45,61.111704,84.486886,75.872292,-94.154096,-72.057363,-85.35866,611.325632,638.708342,626.882865,11.118567,452.304388,483.583257,469.203356,-268.964681,-222.143252,-247.591848,4
46,55.277012,70.262372,63.201204,-84.003578,-64.703452,-73.550861,601.588772,633.012597,618.475366,11.568694,426.335892,446.117204,436.9257,-296.587454,-232.538075,-257.026509,4
47,75.337278,85.28132,80.231517,-95.15536,-84.831954,-89.872918,600.899343,652.419143,622.912461,11.168576,406.034856,442.528637,426.490571,-307.31886,-236.02588,-270.213255,4
48,67.499353,83.761394,73.438077,-94.119448,-78.306773,-83.390605,591.820092,634.151039,611.977938,11.169512,391.535631,431.996281,408.770475,-308.806259,-259.265298,-281.19533,4
49,61.250296,85.108079,72.359298,-95.811555,-72.574612,-83.49402,588.609827,648.653799,618.260582,11.518322,363.084483,416.736917,387.329849,-319.095724,-254.009726,-290.497232,4
50,69.260756,103.476239,85.78151,-111.935711,-76.822202,-94.37878,608.012837,651.139279,628.60909,11.878539,363.842148,426.813189,395.872936,-282.250511,-253.184886,-268.401824,4
51,62.769515,104.51215,84.417766,-111.382753,-72.747853,-93.972812,593.891914,639.92103,617.589714,12.324732,346.646018,398.578415,371.368239,-318.162696,-275.28162,-291.233242,4
52,51.203016,84.245055,63.624142,-92.358399,-63.18388,-73.438343,599.039652,632.768645,612.883919,11.431604,318.269116,378.305663,343.937711,-320.443823,-264.125242,-294.0188,4
53,67.361467,104.270673,81.698764,-115.561047,-76.47678,-90.71031,601.383711,633.426255,616.413265,11.559891,337.017345,379.626892,354.857384,-318.371293,-288.055504,-302.590967,4
54,70.538144,94.913883,82.89015,-106.445734,-82.691542,-92.471005,601.93879,655.000082,623.671717,12.44524,321.963395,367.428947,340.778092,-340.713392,-274.556128,-313.874624,4
55,60.076146,72.264545,67.059355,-79.411274,-69.67512,-75.363352,596.243044,648.961391,626.780335,11.74388,298.309259,342.748092,326.605109,-309.119154,-259.847246,-277.863001,4
56,68.570266,94.361279,82.605186,-104.788275,-80.136765,-93.040845,602.249917,657.114332,634.47896,12.288609,293.098943,337.187404,317.532929,-315.402151,-248.350044,-275.901399,4
57,61.423184,87.559619,74.059978,-96.674932,-71.677293,-83.27844,605.530892,644.025785,622.542997,12.150501,293.887367,317.021426,305.188878,-302.311837,-255.739663,-274.40852,4
58,48.26817,85.97181,66.127389,-93.601492,-60.456216,-75.958648,601.182185,636.919362,618.703408,11.924098,283.946506,331.667729,304.9672,-290.680638,-256.186201,-272.060748,4
59,47.681271,90.425876,71.703368,-102.33709,-59.800374,-82.165012,593.548968,640.539749,614.542084,11.942632,269.927054,324.754699,294.037273,-292.133035,-246.761882,-273.728194,4
60,74.4739,89.113486,79.739283,-99.195414,-83.762102,-89.631441,609.883134,644.71875,629.663563,10.750199,290.682759,310.085415,299.899896,-268.134891,-243.274431,-253.512895,4
61,65.566123,84.003225,75.786025,-95.327894,-75.647698,-86.1698,620.892787,648.583088,634.186394,10.640228,296.895046,321.920615,304.721834,-257.327471,-224.491907,-239.416987,4
62,60.007203,81.172676,70.35686,-87.870392,-70.91786,-79.71365,591.134198,645.203118,622.042719,11.41347,267.89094,305.904647,290.808889,-271.518397,-206.778175,-230.620667,4
63,59.593192,78.962614,67.318333,-88.042926,-68.570266,-77.23639,595.553615,645.333933,617.397028,10.875553,274.455012,317.718987,294.177634,-261.575415,-184.269552,-228.031065,4
64,59.903965,76.510721,66.265451,-87.179902,-69.191459,-77.097974,590.197282,635.565253,612.364195,11.107653,274.38324,309.464576,288.910396,-266.786085,-200.15011,-232.270082,4
65,46.611418,85.315615,70.58994,-97.192534,-56.865174,-80.447097,588.991664,644.442978,619.194847,11.198866,268.412784,322.306695,299.950807,-231.295335,-169.113072,-195.370333,4
66,56.761936,72.540317,65.324557,-86.731243,-67.534001,-75.656448,606.393562,636.979466,621.315283,11.607181,272.072062,300.657914,286.769718,-210.264212,-176.983878,-192.648237,4
67,51.51379,87.559972,72.532097,-97.157886,-62.872753,-82.501507,593.722209,644.679859,621.90395,12.625586,267.236866,327.695203,297.724747,-209.405077,-157.131148,-183.795526,4
68,47.992044,74.025241,60.3353,-83.865339,-58.453689,-69.864802,604.042432,623.487869,612.660296,11.708838,272.448596,307.392046,286.786866,-220.899805,-160.064227,-185.416833,4
69,61.595011,74.681436,65.600771,-86.59265,-70.883212,-76.787377,599.552304,631.944866,613.469933,11.494184,277.144492,302.037833,289.575606,-215.413363,-152.920327,-193.014253,4
70,55.104478,78.547896,66.869586,-90.183692,-68.156255,-78.703813,587.605735,642.063564,609.800933,12.477426,264.19666,321.407609,290.912834,-207.714738,-118.875964,-170.165159,4
71,51.237311,79.238739,68.526779,-89.078837,-60.352624,-77.641827,584.536892,644.75057,618.319802,12.08928,264.749264,323.964154,296.721362,-192.316074,-118.012233,-158.728325,4
72,57.175947,89.941861,77.115298,-101.439418,-68.155548,-87.83592,591.130662,641.299889,621.834123,11.570377,265.269695,309.463161,291.966069,-185.718061,-141.835721,-160.151643,4
73,42.467773,75.440869,59.006116,-86.316525,-54.172511,-69.157076,585.505628,633.702026,607.436545,12.269871,252.357218,288.918174,270.309068,-179.74619,-135.448425,-156.224725,4
74,55.4499,76.442132,64.823926,-87.318142,-67.050693,-75.147243,593.923734,620.168002,606.555313,11.923718,246.174983,282.497644,263.817474,-189.241574,-121.706512,-156.864215,4
75,53.274839,78.306419,64.582449,-90.908476,-63.943666,-76.364262,598.307796,628.076992,613.814648,11.935247,247.556316,298.063186,270.662445,-156.993262,-112.799088,-132.617258,4
76,49.407672,61.768606,57.521634,-70.054837,-61.491773,-67.068194,591.957977,621.550396,608.375229,10.712431,238.579596,275.038375,258.164597,-148.706324,-91.806502,-112.85053,4
77,44.919312,69.847654,56.287114,-78.064942,-55.06983,-65.980399,590.989241,634.147504,613.261337,10.320872,231.533277,293.098236,260.823496,-138.451508,-65.635419,-99.549056,4
78,50.477878,77.581635,64.6597,-87.73286,-61.250296,-75.216628,577.525928,641.268069,614.43867,11.793119,217.96814,296.75822,262.222948,-145.806125,-55.932853,-95.000238,4
79,40.154473,78.064589,56.459648,-85.937162,-50.788652,-66.956029,583.119143,631.421607,604.916593,10.798788,214.307802,272.243535,240.417808,-129.578378,-68.259139,-100.705441,4
80,32.144014,68.258785,46.602226,-82.311826,-40.189475,-57.400896,589.412393,625.761217,603.623472,10.843513,215.999555,267.166155,239.278571,-93.601846,-60.076499,-70.028762,4
81,40.430598,78.341421,64.556374,-90.459463,-50.547528,-74.767615,592.757008,621.999409,607.055591,11.162117,230.984208,263.337172,244.422507,-78.893318,-50.754711,-67.08543,4
82,42.916432,68.017662,57.73739,-80.205354,-53.551671,-67.715816,587.432494,627.557268,607.384396,11.864487,210.578167,263.886947,241.437103,-96.053032,-42.502067,-62.812472,4
83,41.051791,69.950892,56.666742,-79.134795,-51.271606,-67.12821,586.499113,635.427367,612.544507,12.124269,204.154809,269.7227,239.543913,-79.445568,-4.972021,-42.951168,4
84,42.053408,60.249387,50.089677,-70.952155,-53.274486,-61.120896,575.32329,628.112347,597.349667,11.980733,197.73534,259.330351,222.119564,-90.011158,-0.517602,-56.744435,4
85,40.811021,66.291614,51.108441,-78.202474,-52.342519,-61.595453,581.393802,615.197042,596.438383,11.557555,181.091461,241.378678,204.233386,-91.495728,-29.209874,-64.444121,4
86,41.639397,65.842248,54.405591,-75.613403,-52.929417,-64.677201,593.131775,626.592068,610.432026,12.497111,213.754137,240.549242,224.372671,-35.044566,-12.844241,-23.150146,4
87,28.829804,57.970382,45.186863,-68.604914,-38.877084,-55.743526,575.415214,615.05562,598.47485,12.254845,179.538654,224.697675,205.796446,-54.690113,-18.368159,-31.048175,4
88,33.317811,60.594101,50.702208,-73.266162,-45.471562,-61.311019,588.641647,624.347004,606.702922,11.384937,201.428205,231.605402,214.954274,-36.633081,-4.039347,-21.01813,4
89,37.427162,57.452426,44.211675,-68.190196,-48.544295,-54.750571,568.344146,622.14083,596.146701,11.729301,167.00554,229.536407,195.534736,-62.735221,17.608727,-20.319067,4
90,29.485646,54.413635,42.769972,-63.943666,-40.741371,-52.48067,564.957105,609.674538,587.186774,11.189204,156.233122,207.849089,181.291042,-61.181,3.072733,-25.886384,4
91,24.54898,61.836842,44.435828,-71.539761,-36.77026,-54.793793,571.621586,626.761773,595.008259,11.516923,151.745115,217.137997,180.437299,-49.959923,21.30336,-20.336126,4
92,40.258064,62.562687,52.472185,-72.437079,-48.061341,-61.837372,589.511388,618.407307,604.441948,11.109804,172.667698,191.312336,179.339957,-16.365633,3.245974,-2.390816,4
93,52.44611,60.87058,56.554754,-70.848917,-63.218882,-66.740539,591.233193,620.758437,605.751863,10.542302,169.733558,199.391738,185.356994,3.417801,37.358219,19.050075,4
0,88.492292,103.821307,96.156711,-115.24992,-99.71337,-107.127738,260.53915,294.513863,280.245509,10.575802,239.476561,265.612642,252.311167,16.020565,70.399905,37.582372,4
1,83.20879,109.07016,97.40829,-118.357654,-92.808119,-107.663018,270.689315,296.583919,282.868699,11.122166,264.678907,289.129599,275.282062,33.525347,50.892596,40.845139,4
2,89.665382,115.802524,102.164556,-123.847631,-100.991112,-112.047964,258.746988,300.725089,282.482176,12.237851,268.304597,296.685035,283.489627,6.11117,43.676572,24.393063,4
3,75.302983,118.909905,92.635143,-128.439229,-87.076665,-102.293956,264.787801,316.954958,286.183704,12.03727,264.059128,326.347457,294.616394,6.802014,64.392679,36.495018,4
4,83.174849,119.5661,100.895741,-131.374076,-97.365775,-111.685483,268.271363,306.181832,289.161154,11.520081,274.558603,321.267602,301.30474,4.971668,50.892596,27.794069,4
5,87.318142,127.472614,108.707503,-138.072499,-101.335826,-120.394652,273.972765,329.038352,299.950807,12.159608,298.659984,357.863206,327.492882,-1.864641,75.130096,33.352813,4
6,100.230972,114.455839,108.59525,-126.05734,-108.655442,-119.194957,291.958026,320.822832,306.855352,11.869282,329.59237,357.042609,342.43723,31.247049,58.799464,44.720968,4
7,96.674578,113.317044,104.210127,-125.297554,-106.756153,-115.439955,290.751348,322.516353,306.501268,12.297729,317.263963,352.863254,333.924283,12.982127,48.19958,27.422927,4
8,100.852165,117.702166,107.274374,-129.544437,-113.592815,-118.253975,282.012569,336.015021,307.960913,12.009159,308.290425,344.506313,330.092913,-5.627863,69.744063,40.922744,4
9,95.984796,113.731408,103.606346,-123.570799,-105.478765,-114.179449,278.663358,320.267046,300.752932,11.866242,302.65938,335.397363,321.643076,25.756718,75.544814,42.05385,4
10,96.674932,121.672217,108.931833,-131.443372,-109.208046,-120.075305,280.529413,341.332818,307.307546,12.821672,273.588806,352.379593,306.028744,4.661248,94.430222,43.615849,4
11,80.688662,121.258206,105.202817,-131.477667,-93.670789,-116.881304,276.561129,325.551255,307.348912,11.903538,250.662636,313.500741,291.560544,20.301036,73.956652,51.720795,4
12,81.931756,116.527308,106.350893,-131.477667,-95.880851,-119.263812,278.634366,323.027591,307.590919,11.81973,257.637184,303.657815,285.240954,27.172699,60.007556,50.409112,4
13,91.426785,110.312547,100.317239,-125.711565,-102.854692,-111.460712,294.820748,322.512464,309.331728,11.500927,261.161404,282.432591,273.080573,45.885573,88.319405,66.015047,4
14,91.323548,111.763177,101.629364,-123.501856,-104.201377,-113.601654,278.633659,324.863594,299.883102,10.544642,228.705557,278.663004,254.962553,1.588515,73.541934,40.732886,4
15,91.772207,103.925251,98.314889,-116.458366,-104.616095,-110.675381,287.056715,315.954048,301.315877,11.152549,220.79586,262.36985,240.098638,25.10123,78.478953,45.281792,4
16,79.584161,114.835555,96.05312,-124.158051,-91.15066,-107.024147,283.364204,331.045475,307.081891,11.109146,209.126831,264.300605,237.39528,26.205731,95.845849,66.696875,4
17,105.340526,127.783034,115.828245,-137.86567,-117.459629,-127.567632,288.16157,343.095988,316.102717,11.09088,232.74349,281.980396,255.60929,50.063514,111.69388,75.130096,4
18,74.404957,117.839699,95.569724,-130.579995,-86.973073,-107.050133,273.13944,320.791366,299.458219,12.067676,189.446635,259.639711,226.329236,57.590312,133.825262,92.807677,4
19,89.838624,103.683774,96.856128,-114.318307,-101.750191,-108.379405,275.106611,322.859653,294.088627,11.520347,211.268303,241.759101,222.689404,61.630013,122.363061,89.63975,4
20,103.545535,114.870557,108.172135,-127.403671,-115.940763,-119.911168,282.395821,315.298207,296.707044,11.115669,212.095972,244.658593,224.026896,67.11999,101.6466,77.693711,4
21,83.589214,109.864241,96.580091,-121.084965,-97.365775,-108.284565,278.043932,311.985411,294.531276,12.071543,199.046316,234.228061,211.933868,60.939877,90.183692,71.349637,4
22,78.92832,112.349722,97.581089,-124.883189,-90.494465,-109.026762,279.009487,312.952733,297.449064,12.497857,183.13111,251.046242,220.307073,53.585613,109.691354,79.808579,4
23,85.591387,123.881573,105.219964,-136.277508,-100.265267,-117.994997,288.020502,317.646155,301.382699,12.437999,199.2885,265.958063,235.143587,66.015136,128.093808,97.209858,4
24,70.848917,107.44735,84.296851,-120.221234,-83.140555,-95.095079,270.344954,314.364472,291.950159,11.759199,182.682098,252.527277,208.843281,38.462366,99.092177,70.451789,4
25,61.492481,89.596086,75.104109,-99.299005,-72.022361,-86.817156,258.538745,316.821315,285.485966,11.930336,184.717858,226.705152,205.702578,56.727642,95.431838,77.054929,4
26,77.166917,117.425334,99.203723,-127.817682,-89.424259,-110.649307,273.937763,329.939913,299.71976,12.33872,205.605792,245.21049,223.39598,59.835022,97.88267,75.250746,4
27,62.56304,81.379152,75.095801,-95.121065,-75.648051,-88.345126,260.643095,313.08673,295.13435,11.740683,165.7628,211.097891,196.337213,20.405334,96.087326,61.198413,4
28,68.846038,95.915146,81.888711,-106.653269,-81.448095,-94.516754,271.690931,312.293356,296.49721,11.187641,187.134042,225.079867,204.372245,55.484548,76.373543,65.022623,4
29,63.218175,110.554731,85.842145,-124.848541,-75.267981,-98.193886,277.835689,321.616913,300.045206,11.716465,175.223182,243.619499,211.268834,30.556559,128.54282,86.498074,4
30,54.276456,79.825638,66.308585,-92.739176,-67.361467,-78.841876,277.182676,306.22037,292.477308,11.039926,180.7471,229.014562,201.333718,52.031745,116.217242,76.114211,4
31,52.239635,84.314352,69.062324,-97.15824,-64.150141,-81.862636,269.862353,295.825547,285.553937,11.442492,169.526022,235.441102,202.422751,32.144367,108.586499,75.820497,4
32,71.401168,91.46108,82.173498,-103.027579,-82.760485,-93.032271,273.797049,329.3516,300.633077,10.834314,210.302749,245.174781,232.175418,89.389611,123.881926,105.358292,4
33,64.841338,74.335661,69.882126,-86.627652,-75.54446,-81.016848,280.010396,322.621358,302.739637,11.011348,212.613221,256.914521,230.749272,86.869129,142.284734,112.686658,4
34,62.700926,83.071612,74.836911,-94.672406,-76.92544,-87.343951,259.885077,302.181376,284.449082,11.862653,227.425693,254.085387,242.377024,90.286929,134.343571,114.050313,4
35,57.279892,97.883024,73.990946,-107.171225,-70.192369,-85.255069,278.043932,320.753535,294.357416,12.242334,231.986532,296.445326,254.574086,103.822014,174.809171,131.521243,4
36,51.89386,81.206971,64.798116,-93.636141,-61.940786,-75.630815,269.066151,297.065458,283.627955,11.837102,217.898844,263.990892,238.830088,85.591387,142.629802,116.743241,4
37,58.522986,89.182075,76.571356,-99.885904,-73.231514,-88.051853,260.644863,312.885205,281.764905,12.729724,226.1826,296.308147,257.560905,105.82454,173.186007,135.180609,4
38,66.291261,94.810645,81.517391,-106.790802,-77.926703,-91.918667,251.355248,320.995012,292.467938,11.958232,250.733701,288.815643,267.797248,118.184767,152.71173,137.795931,4
39,65.393235,72.194895,70.356506,-83.623862,-75.889882,-81.336195,246.591116,287.469666,271.112518,11.589101,254.496216,263.196811,259.407426,123.984457,147.359993,134.783303,4
40,56.451163,100.783576,81.603835,-110.002127,-67.154638,-91.996537,249.488839,290.159146,267.365029,12.306974,246.106747,314.39912,283.420949,117.528572,184.338495,153.411324,4
41,48.510707,75.060799,60.637412,-85.798923,-57.763199,-71.539319,247.20842,275.627041,262.722608,11.565104,235.712278,293.690438,260.548343,112.592259,179.436477,143.847263,4
42,56.381513,96.605989,74.681259,-108.82833,-68.467028,-86.886718,226.498323,267.026855,246.287502,12.17213,242.621065,313.710752,276.198384,82.553302,176.293034,124.511693,4
43,71.60835,91.771854,81.292885,-104.753981,-82.10429,-93.101126,217.035113,279.28738,254.116588,10.683715,295.097227,326.417461,310.464601,108.206076,177.19106,150.001125,4
44,73.852707,81.10338,78.332494,-93.22213,-84.866249,-88.802801,241.650914,269.999886,257.302546,10.555009,288.780288,318.470995,308.633372,116.182594,155.404746,133.592977,4
45,60.663751,82.760485,73.006919,-92.358752,-70.745326,-83.856677,207.919446,251.389189,231.848293,12.066073,287.607552,325.136537,311.27583,93.015301,151.054272,119.643793,4
46,50.961186,89.66609,67.007737,-98.677458,-62.147969,-77.55556,215.34442,239.719805,227.556597,10.890516,294.927874,341.884007,309.548898,61.664661,119.738634,91.14191,4
47,66.118373,94.430575,78.936628,-106.204257,-77.54734,-89.674575,215.06476,239.197961,229.290422,11.00301,306.116072,348.887546,325.775496,54.44899,104.339262,84.72854,4
48,60.456216,84.176113,72.652747,-95.15536,-71.228634,-83.93437,206.262695,257.910834,225.130778,11.285792,312.294063,350.131347,329.082281,54.000331,125.815156,89.001409,4
49,64.392679,94.119802,81.897373,-104.097785,-71.919477,-91.297473,203.810095,261.367172,235.031953,11.783821,333.215232,383.771599,359.183286,65.531828,146.29014,102.898356,4
50,66.670977,90.460171,79.497806,-102.060964,-79.1005,-90.943301,193.796402,239.756221,219.340369,12.456717,329.519892,378.443549,357.713388,45.091846,93.740085,64.444121,4
51,70.951802,87.939335,77.598252,-98.297389,-82.864076,-88.388348,191.348398,231.2918,207.349871,12.138192,350.412069,379.861298,364.62792,45.816984,67.085695,54.699041,4
52,62.666278,81.724573,72.773662,-98.297035,-75.958825,-85.833041,195.490276,218.243205,205.252327,11.835421,340.574092,368.402279,349.885274,13.707265,49.44232,31.169267,4
53,63.045994,110.899799,82.838355,-122.328059,-73.472991,-94.819042,182.748919,221.800659,200.229659,11.805409,317.128199,400.233045,355.814541,-23.754192,34.146894,-0.060458,4
54,71.470464,95.673315,83.183511,-106.791155,-83.243792,-94.223304,170.043978,225.112394,204.535144,12.506086,352.933965,384.252078,368.823715,-19.991323,31.350286,10.40101,4
55,61.733958,90.287283,81.250016,-103.614478,-74.370663,-92.997712,178.225204,215.549835,200.349161,11.777364,337.325644,393.70857,368.554042,-25.722423,18.540693,-3.564879,4
56,76.648961,88.768064,82.682703,-100.02379,-89.458907,-94.024873,164.173931,211.130418,188.480373,11.843738,352.963664,375.891954,366.345659,-45.540152,-1.173444,-15.286323,4
57,71.021098,91.702557,80.602395,-101.750191,-83.243792,-92.22069,164.173931,201.463561,183.362334,11.446446,343.710464,389.051212,365.613362,-60.145089,19.784141,-21.268358,4
58,81.379505,106.273199,96.105092,-118.668428,-94.361279,-107.602649,158.753958,210.612462,184.149079,11.887525,342.851329,414.254972,379.354656,-60.905228,20.16315,-24.056657,4
59,77.374452,93.602199,85.755612,-104.339616,-90.494465,-98.254343,164.554355,206.124809,189.085568,11.199095,356.487177,388.424008,375.657549,-34.595553,21.682722,-5.213322,4
60,89.078837,112.522609,104.374176,-124.123403,-102.57892,-116.156519,177.053881,203.431793,189.983771,10.835954,369.849373,399.578971,383.815086,-44.055934,21.47554,-9.425733,4
61,74.197422,117.011677,94.482459,-130.096334,-85.763921,-105.901703,162.413589,210.924296,188.386947,11.663252,351.589755,397.434316,378.585324,-30.417612,20.198152,-7.845968,4
62,84.728717,112.073596,97.762551,-124.089108,-95.258951,-108.560602,155.853759,215.551249,184.390026,10.774354,347.476868,418.462258,380.345136,-38.290186,41.466156,-7.017504,4
63,87.97469,116.493367,102.259927,-130.649645,-97.917672,-113.126832,156.613545,202.016165,176.586749,11.605151,348.682132,395.19102,372.64439,-35.596816,8.735244,-15.761322,4
64,94.050859,132.651464,112.677819,-143.803245,-103.855955,-122.448886,163.035136,210.370278,188.032156,12.137006,345.646169,421.881119,387.492837,-43.676218,34.768794,-3.443787,4
65,89.010248,111.072333,103.502578,-123.225731,-100.334563,-114.853056,178.984636,217.451245,196.9577,11.635602,353.693044,395.955402,379.925468,-4.281532,24.617923,10.038707,4
66,97.572251,121.775809,110.2954,-133.065475,-107.101222,-121.059067,174.670578,221.901068,199.900324,11.954109,361.497382,389.87393,378.47475,-10.427704,24.824751,3.599174,4
67,104.546798,125.918747,116.700108,-135.379129,-115.112034,-127.299727,182.543151,224.942688,198.279017,11.569089,363.425662,405.102182,381.45768,-15.468668,29.313112,2.667118,4
68,91.392137,114.041828,103.46793,-123.881926,-102.579274,-115.120961,175.637193,205.709737,189.620318,11.686143,331.870668,375.684065,351.878962,-46.748951,14.777471,-18.022914,4
69,92.048686,141.007699,114.715171,-153.056798,-102.509624,-125.737639,175.775432,225.425995,199.037566,12.520234,324.654997,407.41725,366.492207,-24.410387,47.543032,5.023375,4
70,101.50836,132.271748,118.849359,-141.524594,-111.728528,-128.48254,177.156765,227.912536,208.144836,12.400978,344.717384,384.074241,372.309663,-32.282253,21.786313,4.635173,4
71,93.187481,128.094161,112.522698,-140.972343,-105.341233,-125.228346,188.412137,236.646719,216.50876,11.587322,345.652533,387.768874,364.699338,-8.839188,28.346143,14.37168,4
72,100.300268,118.840608,109.518554,-131.684849,-108.172135,-120.342591,181.334352,233.471103,207.445242,11.886784,359.972506,372.472033,367.130283,-16.60711,57.624606,27.906234,4
73,108.172135,134.447162,121.551391,-143.976133,-119.703986,-132.435532,198.907723,232.814554,215.429538,11.165089,343.611116,400.404518,369.74755,-3.901462,66.048723,22.813386,4
74,91.668616,120.359827,105.297834,-130.441756,-104.82257,-117.036779,196.077882,237.852336,214.832917,11.828126,327.34766,370.365561,344.799585,-18.955058,54.931944,13.595012,4
75,99.471893,143.182406,124.417029,-157.130794,-111.210573,-136.121414,188.930093,226.942386,211.656593,11.321141,312.982078,389.39628,354.605124,-35.527873,36.770967,7.595918,4
76,103.51124,136.414687,120.420196,-146.497322,-115.388513,-131.76272,205.746507,247.314486,223.413039,11.084351,331.351652,374.483398,352.536483,-15.018948,56.38222,19.47319,4
77,99.506188,116.424071,109.061145,-127.852684,-109.38058,-119.83374,189.17157,239.688339,217.916433,12.348775,318.198405,348.269182,334.262192,-33.870768,19.541957,0.656018,4
78,106.548971,127.956275,116.631253,-136.380392,-117.528925,-127.541646,179.74619,240.756424,206.9622,11.67108,321.031782,351.756986,334.908841,-34.699144,40.77602,1.165312,4
79,92.428049,113.972178,103.105361,-124.469178,-103.44159,-114.024504,196.97414,230.741317,211.778481,11.580977,308.359721,336.424082,320.328829,-0.345775,17.470134,7.940986,4
80,91.253898,138.72834,111.935445,-149.569701,-102.682511,-123.018637,202.189406,241.792689,218.822148,12.688214,281.427085,357.003011,318.681536,-29.140224,45.679452,7.14717,4
81,110.070716,140.144321,125.953572,-151.882648,-121.085319,-136.345921,204.502706,241.754859,226.598378,11.720204,289.577197,333.215939,317.932091,-29.693182,27.793893,-1.519219,4
82,89.873625,143.113463,119.359006,-155.991645,-102.992931,-130.61429,203.741152,243.966689,226.892888,12.615831,273.384452,323.58868,301.462779,-14.086628,14.155924,-3.625336,4
83,99.781606,131.719144,110.52848,-141.559596,-107.792418,-121.249191,207.641906,236.265942,220.194466,11.129185,291.093234,304.626551,296.531327,-26.274674,32.800562,6.51705,4
84,113.420281,119.42786,116.829685,-131.37443,-120.602011,-127.084236,190.551135,229.118153,210.188728,12.433966,264.406317,289.027422,279.651451,-65.980841,23.270884,-19.309142,4
85,96.605636,118.288358,104.512327,-130.096688,-106.203903,-115.439867,183.13005,240.68536,210.232922,13.176438,263.367578,294.03091,279.346777,-24.997285,51.238372,12.783695,4
86,70.952509,126.988953,107.809477,-137.658134,-80.343594,-117.459894,186.582145,252.874113,226.754295,11.490325,265.408288,314.263002,297.793513,19.404424,63.322119,38.057106,4
87,101.749837,119.427153,111.926607,-132.16745,-114.24901,-123.337807,185.338344,225.599237,211.8811,10.855117,275.215505,291.057879,282.720471,-11.946569,22.062085,9.132107,4
88,73.507285,131.063656,100.53326,-143.458884,-84.935899,-111.098319,198.769838,221.661712,209.387399,11.733113,261.057813,304.455431,280.80598,-10.082282,38.32448,16.572638,4
89,91.184955,114.524782,99.445553,-125.954103,-103.096522,-110.34746,191.312336,232.399836,210.068962,10.846491,238.85466,281.047015,260.866806,-30.314375,47.681624,3.659985,4
90,86.005751,111.348812,100.187839,-121.430033,-97.226829,-110.830414,178.191616,219.45165,197.034951,10.815666,228.666666,276.834426,244.889021,-49.441967,25.756718,-20.931687,4
91,95.707963,111.763177,102.587405,-121.775809,-106.687918,-113.912339,168.524759,225.839653,202.801849,11.0998,224.494382,270.275657,250.094388,-73.507285,34.837737,-8.096461,4
92,102.889694,121.810457,114.499149,-132.410341,-115.042738,-125.383732,196.802313,230.46696,211.699904,11.378677,230.466606,271.068677,252.072077,-33.835767,20.162796,-6.629214,4
93,84.314352,112.487961,99.203723,-124.537768,-97.227182,-111.849267,169.62926,215.894903,195.800696,12.236512,221.871016,247.623845,233.322699,-40.500248,1.69246,-13.922756,4
0,16.572815,26.550799,23.460831,-38.670256,-26.792629,-34.500889,233.607574,264.057714,252.225696,10.303986,431.964462,457.51223,446.870273,352.550713,382.280664,364.928175,6
1,5.592861,51.030482,28.726213,-60.041144,-17.505135,-39.058192,227.152397,267.963064,249.23101,10.836535,415.630295,492.902924,456.953615,306.352952,388.113588,353.277,6
2,10.599884,42.606366,20.966335,-49.131547,-20.025971,-30.21096,221.833893,264.922152,241.134814,9.978229,407.68595,464.318132,428.873521,282.907766,359.146605,321.952523,6
3,12.084101,51.548791,32.032202,-62.010083,-23.339827,-42.122439,224.146132,264.471725,244.162911,10.65468,414.219617,484.474211,454.112814,312.708428,376.44774,345.733497,6
4,32.179015,51.479495,38.937365,-59.765726,-41.017497,-48.501338,227.151336,268.339245,247.677408,10.385721,465.209087,470.675022,467.41526,312.190826,384.451129,345.765228,6
5,14.432049,31.039159,24.548361,-40.223416,-23.685249,-34.777014,232.779552,269.620523,251.647194,10.51001,460.86038,472.944835,468.723408,337.50242,375.75124,356.953779,6
6,22.925816,51.962449,39.041045,-60.317976,-32.351903,-48.294509,216.727168,267.614814,242.920613,11.549198,464.869676,513.034254,485.367817,320.611407,387.975349,357.971129,6
7,13.258606,52.653646,28.22567,-61.250296,-24.790103,-38.49728,221.488471,261.645065,238.355973,10.849945,438.448631,507.992583,464.398566,318.090925,381.286119,342.567514,6
8,6.11117,57.418131,31.384846,-68.535264,-17.470487,-41.337197,225.768942,258.193677,239.407883,10.629918,424.953498,502.947376,466.032866,320.995012,368.638453,340.010263,6
9,24.582921,65.946546,47.008459,-78.099237,-35.423928,-56.563151,222.695149,262.507382,239.683566,11.774861,457.954171,498.598669,481.636061,313.400332,375.926249,336.213011,6
10,30.624795,48.648593,40.223681,-57.556371,-40.050882,-48.984822,209.818381,255.877195,236.300149,11.054287,461.143223,490.65786,474.947715,291.374663,359.769566,323.023171,6
11,33.041686,52.445756,42.994125,-64.219438,-42.882491,-52.929329,219.245529,264.856391,246.348578,11.110285,467.181915,505.814694,489.519418,313.22603,357.107663,339.293345,6
12,39.187151,47.992044,43.831428,-59.075236,-46.197054,-52.575687,222.800154,266.892151,244.553145,11.200988,491.280114,511.722571,501.742643,314.017636,368.914578,344.479708,6
